Código,Título,Publicação,Caderno,Página,Tamanho,Assunto,Resumo,Tipologia,Tipologia_Editorial,Política_Externa,G_x_N,Norte__Sul,Sul__Sul,Negociações,Atitude,Univers_x_Reg,Estados_Unidos,China,Argentina,Venezuela,Bolivia,Cuba,União_Européia,Índia,Irã,Palestina,Rússia,África_do_Sul,África,Ásia,Oriente_Médio,África_Portuguesa,Protagonismo,OMC,ONU,G20,FMI,Banco_Mundial,OEA,IBAS,BRICS,BASIC,Mercosul,Unasul,CELAC,Reformas,Controle_do_Comércio_de_Armas,Natureza_da_Negociação,Regime_de_Mudança_Climática,Desenvolvimento_Sustentável,TNP,Negociações_com_o_Irã,Ministério,Ministro,Presidencial
FSP 15.03.02 (2),O Brasil na Venezuela,Tendências e Debates,Primeiro Caderno,3,3743,Relações Brasil - Venezuela,"Stuenke, Spektor e Neves ressaltam a necessidade de o Brasil agir para defender seus interesses econômicos na Venezuela. O Brasil poderia tentar garantir eleições democráticas na Venezuela com o auxílio de pressões de outros países estratégicos",4,2,2,9,1,1,1,9,1,0,9,9,1,9,0,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,0,2
FSP 15.03.12 (1),"EUA atacam, o Brasil amacia",Mundo,Primeiro Caderno,14,3034,Relações Brasil - Venezuela,Rossi afirma que a moderação brasileira deveria ser mais eficaz ao defender que as eleições parlamentares na Venezuela sejam livres e justas. Itamaraty poderia adotar documento de ONGs que propõe plano de ação para o evento. Daria legitimidade,4,2,2,1,9,1,2,1,2,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,0,0,9
FSP 15.03.15 (1),"Caracas, mais longe que nunca",Mundo,Primeiro Caderno,16,3065,Relações Brasil - Venezuela,"Rossi afirma que aliança incondicional do Brasil com a Venezuela é passado. Há muitos interesses comerciais e empresariais do Brasil na Venezuela. Há também interesses humanitários, por isso a cautela do Brasil, ainda mais no debate de questões",4,2,0,1,9,1,1,9,2,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,1,9,9,9,9,2,9,0
FSP 15.03.29 (1),Já não cabe o sussurro,Mundo,Primeiro Caderno,22,3081,Relações Brasil - Venezuela,"Rossi diz que a oposição venezuelana desistiu de contar com a Unasul para mediar diálogo com governo. Ela decidiu então, convidar González, que por sua vez solicitou auxílio dos ex-presidentes Lagos e FHC. Diz que o Brasil deveria respaldar ess",4,2,0,1,9,1,1,1,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,0,0,0
FSP 15.03.30 (1),Silêncio,Opinião,Primeiro Caderno,4,2624,Relações Brasil - Venezuela,"Neves critica o silêncio e a conivência do governo brasileiro para com violações de aliados ideológicos. Também, celebra o convite de González a FHC para participar da defesa de liberdades e valores democráticos na Venezuela.",4,2,2,1,9,1,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2
FSP 15.04.09 (1),Entre a história e o fiasco,Opinião,Primeiro Caderno,2,2455,Relações Brasil - Venezuela,"Editorial cita sanções impostas à Venezuela pelos EUA e afirma que Brasil gerir essas diferenças entre os dois países. O Itamaraty manteria distância do governo Maduro, desta forma. Lamenta que o evento se dê num mau momento para o Brasil (dívi",4,1,1,1,1,1,2,1,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9
OG 15.02.21 (1),O silêncio cúmplice da repressão na Venezuela,Opinião,Primeiro,16,2960,Relações Brasil - Venezuela,"A prisão do prefeito de Caracas e outros da oposição revela o aumento da repressão e do descontentamento na VEN. O silêncio da UNASUL, OEA e do BR pode transformar esse mediadores em cúmplices.",1,1,2,9,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
OG 15.02.21 (2),Sempre esconder,Economia,Primeiro,20,4211,Relações Brasil - Venezuela,"O governo de Dilma nunca deixou de esconder que se a violação ocorrer de um governo amigo, tudo pode. As regras democráticas do MERCOSUL tornam-se flexíveis, o que não ocorreu no caso do Paraguai.",1,2,2,9,9,2,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,2
OG 15.02.24 (1),Brasil mantém silêncio conivente sobre Venezuela,Opinião,Primeiro,14,2895,Relações Brasil - Venezuela,O silêncio do BR diante a escalada da repressão de Maduro revela a cumplicidade do governo. BR utilizou de duas medidas e dois pesos (em relação ao caso paraguaio).,1,1,2,9,9,2,1,9,9,9,9,9,2,9,9,9,9,0,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,2,9,2
OG 15.03.05 (1),O Brasil e a Venezuela,Opinião,Primeiro,17,3298,Relações Brasil - Venezuela,A posição ambígua do BR no massacre da VEN é um erro e afeta a credibilidade do país na desfesa dos DHs e valores democráticos. VEN viola compromissos jurídicos internacionais na OEA e no MERCOSUL.,1,2,2,9,9,2,1,9,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9
OG 15.04.09 (1),Dilma carcereira,Opinião,Primeiro,15,5813,Relações Brasil - Venezuela,"A VII Cúpula das Américas marca o retorno de Cuba. Porém, o regime ditatorial de Maduro reencenará a farsa anti-imperialista e terá o BR e a ARG como cúmplices da tirania cada vez menos sustentável.",1,2,2,1,9,2,3,9,1,0,9,2,2,9,0,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,2,9,9,9,9,9,9,9,9,9,9,2
OG 15.04.10 (1),Oportunidade rara sob risco na Cúpula das Américas,Opinião,Primeiro,16,2793,Relações Brasil - Venezuela,"A presença de Cuba inaugura uma fase histórica no continente, mas a estratégia de Maduro, com a retórica antiimperialista, ameaça o ruma a maior integração continental. Cabe ao BR e outros países indep romperem os vícios do passado.",1,1,0,1,1,2,3,1,1,1,9,9,2,9,0,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
OG 15.04.19 (1),Brasil silencia diante da repressão na Venezuela,Opinião,Primeiro,14,2835,Relações Brasil - Venezuela,"Unasul, OEA, Mercosul e BR são acusados de silêncio cúmplice ao regime de Maduro. Relembra-se o papel ativo do Itamaraty no caso do Paraguai e entende-se que há ""um peso, duas medidas"".",1,1,2,1,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,2,9,9,9,2,2,9,9,9,9,9,9,9,9,2,9,9
ESP 15-05-19 (1),Casuísmo chavista,ESP,A,3,4142,Relações Brasil - Venezuela,Posição do Brasil frente política interna venezuelana,2,1,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-06-17 (1),A FAO premia o desastre,ESP,A,3,3943,Relações Brasil - Venezuela,Critica sobre premio dado à Venezuela pela Fao e ao apoio brasileiro,2,1,2,1,9,9,9,9,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
ESP 15-06-23 (2),Omissão Intencional,ESP,A,3,4203,Relações Brasil - Venezuela,Incidente envolvendo senadores brasileiros na Venezuela,2,1,2,1,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,2
ESP 15-07-22 (1),Uma disputa sob encomenda,ESP,A,3,4115,Relações Brasil - Venezuela,Conflito envolvendo Venzuela e Guiana,2,1,1,1,9,9,3,1,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1
ESP 15-07-28 (2),A crise na Venezuela e o Brasil,ESP,A,2,6217,Relações Brasil - Venezuela,Impacto do governo venezuelano na região e posição do Brasil,2,2,2,1,9,2,2,1,1,9,9,0,2,2,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,2,2,0,9,9,1,9,9,9,9,9,9,2
FSP 15.06.19 (1),Vice venezuelano debocha de missão brasileira,Mundo,Primeiro Caderno,9,1332,Relações Brasil - Venezuela,"Rossi afirma que o incidente com os senadores brasileiros na Venezuela deverá ser pauta de gestões de Mauro Vieira junto à chancelaria venezuelana. Diz que embaixador brasileiro em Caracas tentou gestões, mas obteve sucesso",4,2,0,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,0,9
FSP 15.06.20 (1),Afronta em Caracas,Opinião,Primeiro Caderno,2,2217,Relações Brasil - Venezuela,"Editorial diz que a cláusula democrática do Mercosul exige que a missão dos senadores à Caracas seja legítima. Afirma que executivo brasileiro trata da questão venezuelana com complacência, mas que o Itamaraty pelo menos agiu rápido repudiando",4,1,0,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,2
FSP 15.06.21 (1),Capriles cobra Dilma mas vê nova posição do Brasil,Mundo,Primeiro Caderno,17,6967,Relações Brasil - Venezuela,"Opositor venezuelano diz que Brasil tem trabalhado ao lado da oposição venezuelana, mas que Dilma deve elevar o tom diante dos recentes acontecimentos na Venezuela",4,2,1,9,9,1,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,1,1,2
FSP 15.06.22 (1),Intolerância e omissão,Opinião,Primeiro Caderno,2,2623,Relações Brasil - Venezuela,"Neves critica opressão na Venezuela e o apoio de Dilma à tal situação. Diz que o silêncio do Brasil é constrangedor e que ""quem cala, consente"". Afirma que se trata de uma causa humanitária",4,2,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.07.27 (2),"Brasil, olho na Venezuela",Mundo,Primeiro Caderno,9,2968,Relações Brasil - Venezuela,"Rossi diz que se Brasil deseja atenuar crise na Venezuela deve, junto com Unasul, realmente se esforçar para promover diálogo político no país e realizar eleições transparentes, com monitoramento internacional. Afirma que tal ação aproximará Br",4,2,0,1,1,1,1,1,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,0,9,0
FSP 15.08.05 (1),Brasil não pode se omitir sobre eleição venezuelana,Mundo,Primeiro Caderno,10,2232,Relações Brasil - Venezuela,"Brasil não pode se omitir dos processos políticos que estão em curso na Venezuela, a beira de se tornar um Estado falido. Necessário diálogo político.",4,2,2,9,9,1,1,1,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,2,9,2
FSP 15.08.08 (1),Obscura Venezuela,Opinião,Primeiro Caderno,2,2320,Relações Brasil - Venezuela,"Crise política, censura e risco de crise humanitária na Venezuela. Brasil deveria insistir na presença de supervisores com poderes reais, bem como no respeito ao jogo democrático, visando evitar o agravamento dos conflitos sociais naquele país.",4,1,2,9,9,1,1,1,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
FSP 15.08.26 (1),Jornalista venezuelano perseguido pede ação do Brasil,Mundo,Primeiro Caderno,10,3107,Relações Brasil - Venezuela,"Miguel Henrique Otero afirma que Venezuela é uma ditadura, Brasil deve pressionar o governo para permitir observadores internacionais nas eleições legislativas. Inadmissível outros países não se posicionarem, Brasil deve divulgar essa situação.",4,2,2,9,9,1,1,1,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2
OG 15.05.03 (1),Povo da Venezuela precisa de ajuda do Brasil,Opinião,Primeiro,21,3742,Relações Brasil - Venezuela,Esposa de Leopoldo Lopez faz apelo ao BR e à presidente Dilma para que utilize sua liderança regional para manter seu compromisso de respeito aos DHs e a democracia na VEN.,1,2,0,9,9,0,3,1,1,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,1,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,1
OG 15.05.17 (1),O avanço do autoritarismo na Venezuela,Opinião,Primeiro,14,2714,Relações Brasil - Venezuela,"O BR, com um grande peso no continente, usa o pretexto da não ingerência em assuntos internos para apoiar as agressões à democracia na VEN. Terá responsabilidade no que de mais grave vier a acontecer em Caracas.",1,1,2,9,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
OG 15.05.28 (2),Inclusão social e exclusão política,Opinião,Primeiro,19,3985,Relações Brasil - Venezuela,"É fundamental que o BR, no âmbito do Mercosul, da Unasul e do sistema internacional de proteção dos DHs, possa contribuir com maior protagonismo para o fortalecimento da paz, da democracia e dos DH na VEM.",1,2,0,9,9,1,9,1,2,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9
OG 15.06.14 (1),Tergiversar em alemão,Economia,Primeiro,34,4203,Relações Brasil - Venezuela,"Em entrevista com a rádio alemã, Dilma não teve uma posição firme sobre a perseguição à oposição na Venezuela. Um silêncio inexplicável. O que se quer é uma condenação à violação dos princípios democráticos na VEN.",1,2,2,9,9,2,9,9,9,9,9,9,2,9,9,0,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,2
OG 15.06.17 (1),Venezuela reforça sinais de alergia ao diálogo,Opinião,Primeiro,18,2832,Relações Brasil - Venezuela,Maduro ignora apelo do Alto Comissariado da ONU para os DHs e proíbe a entrada de senadores brasileiros para visitar a oposição. A Unasul parece estar mais preocupada com as sanções dos EUA. O BR não se mobiliza como deveria.,1,1,2,9,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,0,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9
OG 15.06.20 (1),Agressão chavista ao Congresso brasileiro,Opinião,Primeiro,14,2853,Relações Brasil - Venezuela,Senadores brasileiros que iam se encontrar com mulheres e familiares de presos da oposição foram barrados e tiveram que voltar ao BR. O Itamaraty agiu de modo meramente protocolar. Dilma precisa tomar atitude firme de repúdio ao episódio.,1,1,2,9,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,0,0
OG 15.06.21 (1),Brincando com o perigo,Mundo,Primeiro,42,4414,Relações Brasil - Venezuela,"O BR possui papel determinante na crise política e econômica da VEN, mas a aposta diplomática pelo silêncio diante dos abusos, precisa ser revista pelo governo Dilma.",1,2,2,9,0,2,1,9,9,0,9,9,2,9,9,9,9,9,9,9,9,0,9,0,9,1,9,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,9,2
OG 15.06.23 (1),Afinidades ideológicas,Opinião,Primeiro,15,3037,Relações Brasil - Venezuela,"Dois fatos impactam negativamente as relações bilaterais: o venezuelano Cabello foi tratado como chefe de estado, enquanto os senadores barsileiros foram recebidos com hostilidade. Mas o gov complacente evitou condenar os ocorridos.",1,2,2,9,9,2,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,9,2
OG 15.07.28 (1),A Venezuela e o Brasil,Opinião,Primeiro,15,3028,Relações Brasil - Venezuela,"O gov do PT, que mantém afinidades ideológicas com Maduro, deveria preparar- se para as possíveis implicações sobre nossos interesses, como a queda no intercâmbio comércial. Terá que aplicar a cláusula democrática e suspender a VEN.",1,2,2,9,9,2,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9
OG 15.08.17 (1),O elefante despercebido da Unasul,Opinião,Primeiro,16,2977,Relações Brasil - Venezuela,"Dada a solidariedade dos governos bolivarianos com a VEN, os atropelos aos valores democráticos passam inadvertidos pelos porta-vozes da UNASUL. A cumplicidade do BR é dada por Marco Aurélio Garcia. Desta forma o BR proclama sua própria irrelev",1,2,2,9,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,2,9
VLR 15-06-23 (1),"Da Venezuela, oposição tenta alvejar o governo",VLR,A,6,4320,Relações Brasil - Venezuela,Visita de senadores brasileiros à Venezuela,3,1,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.12.16 (1),Reino Unido Portugal Brasil,Tendências e Debates.,Primeiro Caderno,3,3003,Relações Brasil- Portugal,"Há 200 anos: direito do BR eleger deputados às cortes, e ter representantes no Conselho de Estado: representação paritária das províncias europeias e ultramarinas. BR e Portugal: tornar vínculos mais eficazes e buscar aproximação econômica e po",4,2,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.04.17 (1),Superpotência energética?,Mundo,Primeiro Caderno,12,3093,Segurança Energética,"Troyjo afirma que Brasil teria tudo para ser uma potência energética, mas que seu desempenho no setor é decepcionante. Atribui tal falha a questões de estratégia e gestão. Associa o sucesso de políticas energéticas à industrialização com exceçã",4,2,2,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-10-05 (1),Integração e poder nacional,ESP,A,2,5736,Segurança Nacional,Importancia da defesa nacional para projeção internacional do Brasil,2,2,2,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-11-28 (1),País pacífico não é país desarmado,ESP,A,2,6019,Segurança Nacional,Brasil deve investir mais na segurança nacional,2,2,2,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-03-26 (1),Defesa Nacional,ESP,A,2,5916,Segurança Nacional,"",2,2,0,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,9,9,9,9,9,9,9
ESP 15-04-15 (1),Uma lei necessária,ESP,A,2,6087,Segurança Nacional,"",2,2,0,1,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.03.28 (1),Consequências Nefastas,Opinião,Primeiro Caderno,3,3723,Segurança Nacional,"Gallego diz que Brasil nunca teve contato direto com o terrorismo porque o inimigo aqui sempre foi interno, mas que há a necessidade de aprovar uma lei antiterrorismo, em vista da ameaça do EI. Afirma, contudo, que esta lei deve ser amplamente",4,2,0,1,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.07.01 (3),Visita presidencial à Nasa poderá reviver política espacial,Mundo,Primeiro Caderno,9,3152,Setor Aeroespacial,Spektor afirma que o programa espacial brasileiro nasceu na década de 70 com apoio americano e que a solução para as falhas neste campo nos últimos vinte anos devem vir dos EUA por meio de acordos entre o país e o Brasil,4,2,0,1,1,2,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,0,9,9
OG 15.08.01 (1),Programa espacial brasileiro volta à estaca zero,Opinião,Primeiro,16,2649,Setor Aeroespacial,"a parceria com a Ucrânia em 2003 para a construção de uma empresa binacional de lançamento de satélites não foi para frente. Há de recomeçar do zero, mas desta vez, com parceiros capacitados e não pela ideologia sul-sul.",1,1,2,1,1,2,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9
OG 15.12.23 (1),O Brasil fora do ar,Opinião,Primeiro,21,2933,Setor Aeroespacial,"Desenvolver e colocar satélites em órbita é questão vital ao BR, porém, Dilma não foi capaz de apresentar pauta ao setor aeroespacial. Ausência de acordos com os EUA inviabiliza parcerias com qq um.",1,2,2,1,1,2,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.01.13 (1),Por que não fomos Charlie?,Mundo,Primeiro Caderno,10,2925,Terrorismo,"Rossi critica a omissão tanto do governo como do povo brasileiro na manifestação contra o terrorismo em Paris. Diz que a presidente poderia ter ido ao evento ou enviado o vice, no mínimo. Afirma que o Brasil tem incapacidade para reclamar e se",4,2,2,1,1,9,9,2,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
ESP 15-11-18 (2),Contando com a sorte,ESP,A,3,3968,Terrorismo,Medidas que o Brasil deve adotar nas Olimpiadas contra o terrorismo,2,2,2,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.10.31 (1),Resposta democrática ao terror,Tendências e Debates,Primeiro Caderno,3,3822,Terrorismo,"Piquet diz que lei antiterrorismo proposta pelo governo Dilma é uma resposta tardia e hesitante. Com Aprovação do Projeto de lei, BR colaborará direto para o desenvolvimento de um regime internacional efetivamente capaz de prevenir ameaças.Atra",4,2,0,1,1,1,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,2,9,9,9,9,9,9,1
OG 15.11.21 (1),Lei contra o terrorismo,Opinião,Primeiro,17,2661,Terrorismo,"Sendo sede das Olimpíadas em 2016, o BR precisa adotar medidas para evitar o terrorismo internacional. a legislação brasileira ainda não dispõe de instrumentos suficientes que permitam ações preventivas e repressivas.",1,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-01-25 (1),Vexame internacional,ESP,A,3,3878,TPI,"",2,1,2,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,2
OG 15.12.25 (1),Uma nova abordagem,Opinião,Primeiro,11,4421,Tráfico de Drogas,O BR deve assumir papel de liderança na ssessão especial da AGNU sobre políticas de drogas em 2016.,1,2,0,9,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.07.01 (1),Sem visto é mais fácil,Tendências e debates,Primeiro Caderno,3,4108,Turismo Internacional,Henrique Alvez afirma que o Brasil precisa eliminar o visto requerido a mercados de turistas prioritários - como os EUA - para poder transformar o setor de viagens num vetor de desenvolvimento econômico.,4,2,0,1,1,9,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9
FSP 15.11.08 (1),Turismo: potencial de um novo pré-sal,Tendências e Debates,Primeiro Caderno,3,3230,Turismo Internacional,Brasil precisa com urgência enxergar o grande potencial que o setor de turismo e viagens oferece: economia e imagem do país. Burocracia imperra investimentos e falta de ousadia. Importante: parcerias com setor privado e integração da cadeia pro,4,2,0,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,9,9
FSP 15.02.12 (2),"Brasil, silêncio e papel de bobo",Mundo,Primeiro Caderno,14,4002,Unasul,Rossi afirma que a diplomacia brasileira faz papel de boba ao participar de reunião da Unasul cujo objetivo seria dialogar com os EUA para que este deixe de conspirar contra a Venezuela. O autor critica o silêncio e a falta de informação do Ita,4,2,2,9,1,1,2,1,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,2,2,9
OG 15.03.10 (1),Unasul sem legitimidade para mediar crise na Venezuela,Opinião,Primeiro,14,2770,Unasul,"A Unasul, nascida sob signo bolivariano, não cumpriu seu papel como mediadora. O secretário demorou a agir e posicionou-se ao lado de Maduro. Os chanceleres não se manifestaram sobre as arbitrariedades. É urgente encontrar outro interlocutor.",1,1,2,9,9,2,3,9,9,0,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9
